hour,day_of_week,is_weekend,access_frequency_24h,time_since_last_access_min,location_match,role_level,is_restricted_area,label
13,5,1,4,42,1,1,0,0
12,3,0,2,127,1,3,0,0
17,1,0,5,81,1,1,0,0
8,2,0,2,121,1,1,0,0
8,3,0,1,83,1,1,0,0
10,2,0,2,134,1,1,0,0
16,4,0,4,136,1,1,0,0
8,3,0,1,105,1,2,0,0
11,0,0,6,174,1,2,1,0
8,4,0,3,189,1,1,0,0
11,6,1,1,115,1,1,0,0
12,3,0,3,161,1,1,0,0
14,0,0,6,54,1,1,0,0
15,0,0,1,129,1,3,1,0
10,1,0,4,156,1,1,0,0
14,3,0,4,146,1,1,0,0
11,3,0,7,82,1,2,0,0
8,0,0,1,99,1,2,0,0
14,2,0,4,97,1,2,0,0
11,0,0,5,235,1,3,0,0
8,3,0,1,70,1,1,0,0
14,2,0,6,127,1,1,0,0
16,4,0,5,249,1,1,0,0
9,0,0,6,91,1,2,0,0
8,1,0,4,74,1,2,0,0
4,2,0,7,447,1,1,0,1
10,4,0,4,199,1,2,0,0
15,0,0,3,196,1,1,0,0
16,0,0,22,430,1,2,0,1
10,4,0,1,166,1,3,0,0
13,3,0,7,2,0,2,0,1
12,3,0,5,89,1,3,0,0
10,1,0,6,76,1,1,1,1
8,2,0,5,199,1,1,0,0
13,3,0,4,144,1,1,0,0
16,2,0,1,199,1,1,0,0
8,1,0,3,208,1,1,0,0
15,0,0,1,195,1,1,0,0
10,0,0,5,147,1,1,0,0
11,3,0,3,110,1,1,0,0
0,2,0,6,444,1,1,0,1
14,2,0,2,90,1,3,0,0
13,0,0,1,129,1,3,1,0
12,3,0,1,140,1,2,0,0
9,5,1,6,160,1,3,0,0
13,2,0,2,196,1,2,0,0
15,1,0,4,191,1,1,0,0
15,1,0,1,179,1,1,0,0
12,4,0,1,79,1,2,0,0
11,2,0,4,127,1,3,0,0
14,3,0,3,156,1,2,0,0
12,4,0,4,113,1,3,0,0
9,0,0,5,92,1,1,0,0
17,2,0,5,49,1,1,0,0
10,4,0,4,275,1,1,0,0
12,3,0,6,115,1,1,0,0
13,4,0,4,462,1,1,1,1
10,2,0,6,116,1,1,0,0
11,1,0,3,114,1,1,0,0
13,3,0,2,45,1,3,1,0
12,2,0,1,188,1,1,0,0
13,0,0,7,59,1,1,0,0
15,2,0,1,116,1,1,0,0
16,3,0,2,154,1,1,0,0
11,1,0,7,97,1,1,0,0
13,0,0,2,131,1,2,0,0
10,1,0,5,2,0,1,0,1
10,1,0,6,99,1,3,1,0
16,0,0,4,137,1,2,0,0
12,0,0,5,30,1,2,0,0
13,2,0,2,162,1,3,1,0
12,0,0,7,174,1,2,0,0
12,3,0,2,121,1,1,0,0
16,2,0,2,252,1,1,0,0
9,1,0,7,77,0,2,0,0
11,0,0,1,208,1,1,0,0
13,0,0,5,123,1,2,0,0
10,3,0,2,30,1,2,1,0
15,0,0,4,165,1,2,0,0
14,6,1,3,77,1,1,0,0
13,2,0,5,30,1,1,0,0
11,2,0,6,118,1,1,0,0
8,1,0,2,242,1,2,1,0
15,2,0,3,146,0,1,0,0
11,2,0,3,30,1,1,0,0
12,1,0,3,92,1,2,0,0
8,3,0,3,185,1,1,0,0
8,1,0,3,90,1,1,0,0
12,1,0,5,119,1,2,0,0
16,2,0,6,140,1,2,0,0
9,0,0,1,211,1,1,0,0
12,2,0,3,171,1,2,0,0
13,2,0,2,98,1,1,0,0
12,4,0,27,445,1,1,0,1
11,4,0,2,241,1,2,0,0
9,4,0,6,237,1,2,0,0
9,4,0,3,3,0,1,0,1
12,3,0,3,78,1,1,0,0
11,1,0,3,92,1,3,0,0
8,0,0,7,257,1,1,0,0
12,2,0,6,180,1,1,0,0
8,1,0,3,40,1,3,1,0
18,1,0,5,94,1,1,0,0
16,1,0,3,115,1,2,0,0
15,2,0,1,147,0,1,0,0
15,6,1,2,73,1,3,0,0
8,3,0,1,171,1,3,1,0
12,2,0,3,221,1,1,0,0
12,3,0,2,281,1,1,1,1
8,3,0,3,124,1,2,0,0
15,0,0,4,86,1,1,0,0
10,0,0,6,124,1,3,1,0
12,3,0,4,177,1,1,0,0
10,1,0,1,99,1,2,0,0
11,0,0,1,120,1,2,0,0
16,1,0,1,147,1,1,0,0
17,2,0,4,94,1,2,0,0
8,3,0,4,49,1,3,1,0
9,3,0,6,268,1,2,0,0
9,1,0,4,112,1,1,0,0
10,2,0,3,60,1,1,0,0
17,4,0,3,59,1,1,0,0
11,3,0,3,141,1,2,0,0
8,2,0,5,165,1,1,0,0
13,1,0,2,218,1,1,0,0
13,0,0,1,150,1,1,0,0
8,3,0,2,170,1,1,0,0
8,2,0,1,39,1,2,0,0
10,1,0,2,137,1,1,0,0
15,0,0,1,38,1,2,0,0
10,0,0,3,106,1,2,0,0
10,3,0,4,129,1,1,0,0
8,3,0,1,135,1,1,0,0
12,0,0,4,129,1,1,0,0
14,2,0,1,292,1,2,0,0
18,4,0,6,30,1,2,0,0
14,3,0,3,128,1,2,0,0
11,1,0,4,155,1,1,0,0
14,3,0,2,64,1,3,0,0
14,4,0,1,105,1,1,0,0
15,3,0,3,39,1,3,0,0
8,0,0,2,76,1,1,0,0
9,5,1,6,138,1,1,0,1
13,3,0,3,128,1,1,0,0
12,4,0,5,103,0,1,0,0
11,4,0,4,32,1,1,0,0
17,3,0,7,255,0,1,0,1
14,2,0,3,122,1,2,0,0
12,0,0,2,203,1,3,0,0
14,1,0,2,175,1,1,0,0
8,2,0,4,71,1,2,0,0
13,1,0,4,101,1,1,0,0
8,0,0,1,142,1,1,0,0
11,1,0,3,75,1,1,0,0
17,3,0,5,83,1,2,0,0
8,3,0,2,177,1,1,0,0
15,0,0,1,30,1,1,0,0
9,3,0,4,143,1,3,1,0
14,3,0,1,213,1,3,0,0
15,1,0,6,81,1,1,0,0
9,3,0,6,121,1,3,0,0
10,3,0,7,124,1,1,0,0
14,1,0,4,102,1,1,0,0
15,3,0,1,88,1,1,0,0
12,3,0,3,249,1,1,0,0
16,3,0,1,139,1,2,0,0
14,1,0,8,90,1,2,0,0
10,2,0,4,95,1,3,0,0
8,4,0,2,67,1,2,0,0
16,0,0,5,212,1,1,0,0
10,0,0,6,134,1,1,0,0
8,1,0,3,143,0,2,1,1
9,4,0,5,166,1,1,0,0
13,2,0,1,159,1,1,0,0
11,2,0,5,88,1,1,0,0
12,1,0,6,162,1,2,0,0
9,4,0,3,194,1,2,0,0
12,1,0,2,105,1,3,0,0
10,0,0,7,210,1,1,0,0
16,4,0,7,180,1,2,0,0
11,0,0,4,109,1,2,0,0
9,2,0,4,76,1,2,0,0
8,1,0,4,2,0,2,0,1
9,0,0,2,30,1,3,1,0
10,1,0,4,104,1,1,0,0
8,2,0,4,143,1,1,0,0
12,3,0,1,83,1,3,0,0
10,0,0,3,120,1,1,0,0
8,2,0,2,30,1,1,0,0
9,3,0,2,179,1,1,0,0
13,0,0,3,74,1,1,0,0
13,3,0,7,65,1,2,0,0
10,3,0,4,85,1,1,1,1
10,1,0,4,113,1,2,0,0
13,4,0,1,116,1,1,0,0
18,2,0,4,38,1,2,0,0
16,0,0,5,128,1,1,0,0
9,1,0,4,321,1,1,1,1
14,0,0,2,220,1,1,0,0
15,2,0,5,165,1,1,0,0
12,3,0,25,417,1,3,0,1
13,1,0,6,123,1,1,0,0
8,3,0,3,136,1,1,0,0
13,2,0,3,122,1,1,0,0
14,0,0,5,117,1,1,0,0
16,2,0,4,37,1,2,0,0
12,3,0,3,147,1,1,0,0
12,2,0,2,145,1,1,0,0
12,1,0,4,88,1,1,0,0
12,4,0,6,70,1,1,1,1
8,2,0,6,77,1,3,0,0
11,2,0,6,269,1,1,0,0
10,3,0,5,192,1,1,0,0
15,4,0,8,113,1,3,1,0
10,1,0,4,131,1,2,0,0
12,1,0,3,30,1,1,0,0
11,0,0,4,187,1,2,0,0
10,2,0,4,72,1,1,0,0
11,1,0,1,137,1,1,0,0
0,5,1,2,253,1,1,0,1
8,3,0,2,164,1,2,0,0
16,2,0,1,77,1,1,0,0
13,4,0,1,206,1,1,0,0
8,3,0,3,242,0,1,0,1
8,1,0,2,190,1,3,0,0
9,1,0,3,148,1,3,0,0
9,0,0,6,136,1,3,0,0
10,0,0,4,4,0,1,0,1
14,0,0,4,30,1,1,0,0
12,3,0,4,83,1,2,0,0
11,4,0,4,86,1,1,0,0
8,3,0,5,224,1,1,0,0
10,3,0,4,165,1,1,0,0
12,4,0,5,185,1,1,0,0
8,1,0,28,244,1,1,0,1
11,2,0,6,215,1,2,0,0
15,1,0,3,51,1,1,0,0
13,2,0,4,218,1,1,0,0
12,3,0,4,101,1,1,0,0
14,3,0,4,158,1,1,0,0
12,4,0,7,211,1,3,1,0
14,0,0,3,133,1,1,0,0
16,2,0,4,98,1,2,0,0
9,2,0,3,157,1,2,0,0
8,3,0,5,107,1,3,0,0
9,3,0,3,194,1,2,0,0
12,3,0,4,30,1,2,0,0
12,0,0,4,99,1,1,0,0
9,1,0,6,111,1,1,0,0
8,2,0,1,190,1,1,0,0
8,1,0,1,97,1,2,0,0
11,3,0,1,220,1,2,0,0
8,1,0,5,99,1,1,0,0
9,0,0,3,30,1,2,0,0
12,3,0,6,217,1,2,0,0
14,2,0,5,146,1,2,0,0
16,0,0,2,181,1,2,0,0
11,2,0,3,242,1,1,0,0
9,2,0,4,69,1,2,1,0
12,0,0,1,110,1,2,0,0
17,1,0,1,134,1,1,0,0
10,2,0,2,66,1,1,0,0
8,2,0,4,95,1,3,1,0
12,1,0,7,133,1,3,0,0
13,1,0,3,158,1,3,0,0
13,3,0,3,116,1,1,0,0
15,1,0,4,91,1,2,0,0
14,4,0,2,65,1,3,1,0
12,1,0,7,95,1,1,0,0
13,3,0,4,154,1,1,0,0
2,4,0,2,289,1,2,0,1
11,6,1,4,112,1,3,0,0
15,4,0,1,41,1,2,0,0
17,1,0,6,82,1,1,0,0
9,6,1,5,199,1,1,0,0
10,3,0,7,158,1,1,0,0
12,3,0,1,119,1,3,0,0
16,1,0,3,217,1,1,0,0
11,3,0,4,195,1,1,0,0
11,2,0,3,165,1,1,0,0
14,2,0,5,126,1,3,0,0
8,1,0,1,99,1,1,0,0
16,2,0,4,57,1,2,0,0
12,3,0,6,138,1,2,0,0
10,1,0,6,70,1,1,0,0
0,4,0,5,428,1,2,0,1
11,1,0,3,154,1,3,1,0
10,1,0,3,113,1,1,0,0
16,1,0,2,74,1,1,0,0
9,3,0,2,217,1,1,0,0
13,4,0,1,136,1,1,0,0
0,6,1,2,114,1,1,0,1
14,3,0,4,98,1,3,1,0
13,1,0,3,102,1,1,0,0
9,0,0,4,119,1,1,0,0
14,2,0,1,32,1,3,0,0
10,4,0,6,147,0,1,0,1
8,0,0,2,52,1,1,0,0
14,2,0,5,61,1,1,0,0
14,0,0,6,42,1,1,0,0
9,2,0,6,36,1,3,0,0
12,2,0,4,164,1,1,0,0
10,4,0,1,138,1,1,0,0
10,2,0,3,100,1,1,0,0
12,3,0,6,129,1,1,0,0
14,4,0,3,127,1,1,0,0
13,1,0,2,155,1,3,0,0
10,3,0,6,117,1,1,0,0
16,0,0,4,95,1,1,0,0
8,3,0,6,137,1,2,0,0
11,2,0,4,132,1,1,0,0
13,0,0,3,183,1,3,1,0
8,4,0,3,38,1,1,0,0
13,1,0,4,135,1,1,0,0
10,0,0,4,124,1,1,0,0
9,3,0,2,70,1,2,0,0
10,3,0,1,141,1,2,0,0
13,2,0,5,77,1,1,0,0
10,1,0,3,38,1,1,0,0
15,2,0,3,141,1,2,0,0
15,2,0,3,56,1,1,0,0
15,1,0,27,85,1,1,0,1
16,3,0,3,69,0,1,0,0
8,0,0,7,153,1,2,0,0
10,2,0,2,149,1,1,0,0
8,3,0,6,208,1,1,0,0
11,3,0,2,160,1,1,0,0
8,1,0,2,149,1,2,0,0
9,1,0,1,178,1,3,0,0
12,1,0,3,93,1,3,1,0
9,2,0,4,151,1,2,0,0
11,0,0,2,137,1,1,0,0
15,2,0,5,142,1,2,0,0
11,0,0,2,116,0,2,0,0
11,0,0,5,88,1,3,0,0
8,4,0,4,97,1,1,0,0
14,4,0,6,30,1,1,0,0
8,1,0,2,135,1,1,0,0
8,2,0,2,86,1,1,0,0
10,2,0,7,175,1,3,1,0
16,3,0,5,132,1,3,0,0
15,3,0,4,51,1,3,0,0
12,0,0,5,190,1,2,0,0
15,0,0,1,31,1,3,0,0
16,3,0,8,172,1,3,1,0
18,1,0,1,91,1,1,0,0
10,1,0,3,249,1,1,0,0
13,0,0,5,179,1,2,0,0
13,2,0,3,111,1,3,1,0
14,4,0,2,77,1,1,0,0
18,1,0,3,156,1,2,1,0
11,4,0,5,113,1,2,0,0
8,3,0,3,140,1,1,0,0
15,3,0,2,99,1,2,0,0
8,1,0,1,159,1,2,0,0
1,6,1,2,107,1,1,0,1
9,3,0,6,46,1,1,0,0
15,1,0,3,167,1,2,0,0
9,0,0,4,132,1,1,0,0
11,2,0,28,92,1,3,0,1
9,1,0,3,137,1,3,0,0
8,3,0,5,71,1,2,0,0
10,0,0,6,136,1,2,0,0
15,2,0,4,69,1,1,0,0
13,3,0,4,156,1,1,0,0
12,3,0,4,44,1,1,0,0
9,0,0,2,134,1,2,0,0
16,0,0,4,130,1,1,0,0
9,0,0,1,150,0,1,0,0
15,2,0,7,173,1,1,0,0
8,2,0,4,270,1,1,0,0
10,0,0,3,75,1,1,0,0
15,1,0,2,97,1,2,0,0
13,4,0,5,96,1,1,0,0
14,1,0,3,77,1,3,1,0
10,6,1,2,72,1,2,0,0
10,2,0,3,73,1,1,0,0
10,0,0,4,161,1,3,0,0
15,2,0,3,150,1,1,0,0
10,2,0,2,150,1,2,0,0
8,2,0,4,42,1,2,0,0
12,4,0,5,30,1,1,0,0
13,3,0,2,151,1,3,0,0
9,0,0,4,86,1,1,0,0
11,3,0,4,202,1,3,1,0
13,3,0,3,188,1,2,0,0
8,2,0,4,94,1,3,1,0
8,1,0,1,237,1,1,0,0
12,0,0,3,116,1,1,0,0
12,4,0,5,113,1,3,1,0
10,1,0,3,122,1,2,0,0
12,1,0,1,162,1,2,0,0
13,0,0,5,114,1,1,0,0
16,3,0,3,203,1,2,0,0
9,0,0,3,67,1,2,0,0
12,4,0,4,115,1,1,0,0
10,2,0,3,228,1,1,0,0
5,6,1,4,314,1,2,0,1
11,0,0,6,166,1,2,0,0
14,1,0,5,30,1,1,0,0
15,3,0,1,105,1,1,0,0
8,1,0,1,183,1,3,0,0
9,2,0,1,200,1,2,0,0
10,1,0,5,129,1,3,1,0
8,1,0,4,84,1,2,1,0
9,3,0,8,156,1,1,0,0
9,1,0,5,181,1,1,0,0
8,1,0,2,30,1,3,0,0
12,1,0,3,123,1,1,0,0
13,4,0,1,271,1,1,0,0
12,3,0,5,100,1,1,0,0
12,1,0,1,47,1,3,1,0
14,4,0,2,93,1,1,0,0
11,2,0,3,180,1,1,0,0
12,0,0,6,30,1,1,0,0
17,0,0,5,136,1,2,0,0
10,0,0,3,59,1,2,0,0
10,2,0,4,85,1,1,0,0
15,1,0,2,210,1,1,0,0
11,3,0,1,75,1,1,0,0
8,4,0,5,150,1,1,0,0
10,1,0,5,103,1,1,0,0
9,1,0,2,64,1,3,0,0
17,2,0,4,140,1,1,0,0
9,3,0,3,109,1,1,0,0
12,4,0,2,160,1,2,0,0
12,1,0,3,88,1,1,0,0
15,0,0,4,197,1,3,0,0
13,2,0,3,209,1,1,0,0
16,1,0,4,141,1,2,0,0
14,3,0,3,48,1,2,0,0
15,1,0,4,151,1,2,0,0
12,0,0,2,104,1,1,0,0
14,4,0,5,135,1,1,0,0
14,0,0,2,68,1,1,0,0
10,3,0,5,99,1,2,0,0
13,0,0,4,121,1,2,0,0
11,2,0,3,147,1,3,1,0
12,0,0,6,82,1,1,0,0
10,1,0,5,107,1,2,0,0
16,4,0,4,128,1,1,0,0
12,2,0,7,104,1,1,0,0
17,1,0,4,3,0,1,0,1
9,2,0,5,156,1,3,0,0
8,3,0,1,30,1,1,0,0
15,2,0,3,139,1,1,0,0
17,3,0,3,3,0,1,0,1
17,2,0,5,81,0,2,0,0
12,3,0,2,192,1,1,0,0
14,4,0,4,199,1,1,0,0
10,0,0,5,154,1,1,0,0
9,0,0,4,166,1,3,0,0
15,4,0,4,198,1,1,0,0
10,1,0,8,129,1,2,0,0
16,2,0,8,155,1,1,0,0
11,0,0,3,186,1,1,0,0
14,2,0,6,271,1,2,0,0
12,0,0,2,41,1,1,1,1
12,1,0,5,30,0,1,0,0
8,2,0,1,126,1,2,0,0
11,3,0,3,137,1,1,0,0
14,3,0,4,105,1,1,0,0
13,3,0,7,195,1,1,0,0
15,1,0,2,205,1,1,0,0
12,1,0,2,138,1,1,0,0
11,3,0,5,103,1,2,0,0
12,1,0,3,90,1,1,0,0
8,0,0,6,98,1,1,0,0
9,3,0,3,91,1,1,0,0
11,3,0,5,132,1,1,0,0
12,3,0,5,239,1,2,0,0
13,2,0,5,346,1,1,1,1
10,2,0,2,113,1,2,1,0
12,4,0,4,255,1,2,0,0
11,3,0,5,102,1,1,0,0
8,3,0,4,97,1,3,0,0
12,4,0,5,119,1,1,0,0
13,2,0,6,255,0,1,1,1
12,3,0,1,30,1,1,0,0
9,2,0,7,140,1,2,0,0
13,1,0,4,62,1,3,1,0
13,1,0,5,158,1,1,0,0
13,1,0,3,141,1,3,0,0
9,3,0,3,157,1,2,0,0
3,6,1,2,385,1,1,0,1
11,3,0,2,30,0,1,0,0
11,4,0,6,128,1,2,1,0
16,4,0,2,161,1,3,1,0
10,0,0,15,162,1,1,0,1
12,2,0,4,222,1,2,0,0
14,2,0,4,161,0,3,0,0
15,1,0,4,30,1,2,1,0
13,0,0,3,112,1,1,0,0
14,0,0,2,122,1,2,0,0
11,1,0,4,64,1,1,0,0
15,2,0,5,204,1,2,0,0
8,2,0,6,63,1,2,0,0
11,6,1,6,463,1,1,0,1
15,1,0,4,202,1,3,0,0
11,2,0,3,241,1,1,1,1
9,4,0,3,30,1,2,1,0
10,4,0,5,2,0,3,0,1
11,3,0,2,124,1,2,0,0
10,0,0,6,30,1,1,0,0
8,0,0,5,187,1,1,0,0
10,3,0,2,115,1,2,0,0
8,1,0,3,168,1,1,0,0
8,0,0,3,148,1,1,0,0
15,2,0,7,105,1,2,0,0
15,0,0,1,236,1,2,0,0
11,0,0,3,214,1,1,0,0
13,3,0,5,90,1,2,0,0
13,1,0,1,38,1,2,0,0
8,2,0,2,136,1,1,0,0
12,0,0,5,155,1,2,0,0
11,1,0,5,211,1,2,0,0
10,3,0,2,143,1,1,0,0
11,1,0,1,84,1,2,0,0
11,4,0,4,40,1,1,0,0
8,1,0,7,66,1,3,1,0
8,4,0,4,109,1,2,0,0
9,0,0,3,91,1,1,0,0
8,2,0,5,130,1,2,0,0
8,3,0,2,161,1,1,0,0
11,3,0,2,78,1,2,1,0
8,3,0,1,273,1,1,0,0
9,1,0,3,191,0,3,0,0
14,0,0,5,112,1,1,0,0
8,0,0,1,123,1,2,0,0
9,1,0,3,30,1,2,0,0
13,1,0,5,115,1,1,0,0
2,6,1,5,111,1,1,0,1
8,0,0,4,184,1,1,0,0
13,3,0,2,198,1,3,0,0
9,3,0,5,216,1,3,0,0
4,6,1,6,123,1,1,0,1
8,2,0,5,97,1,1,0,0
10,2,0,2,158,1,2,0,0
14,1,0,1,154,1,1,0,0
11,1,0,2,122,1,1,0,0
8,1,0,4,120,1,2,0,0
11,1,0,2,121,1,2,0,0
14,1,0,3,94,1,2,0,0
9,1,0,5,146,1,1,0,0
15,2,0,6,94,1,2,0,0
14,3,0,5,248,1,2,1,0
10,4,0,4,182,1,3,0,0
16,0,0,2,353,1,3,1,0
8,1,0,5,99,1,2,0,0
10,0,0,4,231,1,1,0,0
11,4,0,5,119,1,2,0,0
10,1,0,6,78,1,1,0,0
16,0,0,7,182,1,1,0,0
12,4,0,6,30,1,2,0,0
13,1,0,5,148,1,2,0,0
9,0,0,2,134,1,3,0,0
12,3,0,5,122,1,2,0,0
14,1,0,2,56,1,2,0,0
10,1,0,2,221,1,1,0,0
13,0,0,7,311,0,1,1,1
9,3,0,3,94,1,2,0,0
8,1,0,5,40,0,3,1,0
14,2,0,7,79,1,1,0,0
15,0,0,4,152,1,1,0,0
8,2,0,4,96,1,3,1,0
8,1,0,6,137,1,3,0,0
15,4,0,2,192,1,2,0,0
8,3,0,1,171,1,2,1,0
10,0,0,1,134,1,2,0,0
8,0,0,4,176,1,3,0,0
11,4,0,3,110,1,1,0,0
8,0,0,2,186,1,1,0,0
9,4,0,5,124,1,1,0,0
13,2,0,7,126,1,1,0,0
1,6,1,4,370,1,1,0,1
10,4,0,7,195,1,1,0,0
13,3,0,6,113,1,1,0,0
9,2,0,1,150,0,3,1,0
13,4,0,4,31,1,1,0,0
9,1,0,1,78,1,3,0,0
8,4,0,2,153,1,3,0,0
15,0,0,4,113,1,1,0,0
8,0,0,5,125,1,2,0,0
12,0,0,6,114,1,1,0,0
16,0,0,1,157,1,3,1,0
13,3,0,4,94,1,3,0,0
11,3,0,4,121,1,3,0,0
9,3,0,1,174,1,2,0,0
8,1,0,7,214,1,2,0,0
13,3,0,2,1,0,2,0,1
13,0,0,3,30,1,2,1,0
10,1,0,5,120,1,1,0,0
12,3,0,2,145,1,2,0,0
12,1,0,2,100,1,2,0,0
9,1,0,1,150,1,3,0,0
12,1,0,5,99,1,1,0,0
12,2,0,3,113,1,1,0,0
13,0,0,2,79,1,2,0,0
10,2,0,3,207,1,2,0,0
8,0,0,2,208,1,1,0,0
12,2,0,3,137,1,3,1,0
14,3,0,2,111,0,3,0,0
9,3,0,2,192,1,1,0,0
16,2,0,2,1,0,2,0,1
13,3,0,2,130,1,2,0,0
14,1,0,2,147,1,1,0,0
17,2,0,7,35,0,2,1,1
17,2,0,4,199,1,1,0,0
15,3,0,5,79,1,2,0,0
12,2,0,4,131,1,1,0,0
11,2,0,3,120,1,1,0,0
12,1,0,4,183,1,3,1,0
8,2,0,2,153,1,1,0,0
16,1,0,3,86,1,1,0,0
13,4,0,5,117,1,1,0,0
8,0,0,3,101,1,1,0,0
8,2,0,2,142,1,2,0,0
11,2,0,8,164,1,1,0,0
10,4,0,2,102,1,2,0,0
11,3,0,2,136,1,1,0,0
16,0,0,2,4,0,2,0,1
13,0,0,1,177,1,1,0,0
13,2,0,2,206,1,2,0,0
14,0,0,4,109,1,1,1,1
11,0,0,4,30,0,3,0,0
18,3,0,6,116,1,2,0,0
8,0,0,1,99,1,1,0,0
12,0,0,1,254,1,1,0,0
12,2,0,4,207,1,2,0,0
11,3,0,4,55,1,1,0,0
13,1,0,4,72,1,2,1,0
14,4,0,7,149,1,2,0,0
11,1,0,4,82,1,2,0,0
13,0,0,3,115,1,2,0,0
0,4,0,5,282,1,1,0,1
10,3,0,26,356,1,2,0,1
8,3,0,5,167,1,3,0,0
9,3,0,1,66,1,3,0,0
14,3,0,3,68,1,1,0,0
10,3,0,2,165,1,1,0,0
10,0,0,6,147,1,2,1,0
9,2,0,6,106,0,2,0,0
13,1,0,3,165,1,2,0,0
8,4,0,4,85,1,2,0,0
17,0,0,7,4,0,1,0,1
15,0,0,1,54,1,3,1,0
14,0,0,2,106,1,1,0,0
12,0,0,7,41,1,2,0,0
14,3,0,3,240,1,3,0,0
10,2,0,2,90,1,2,0,0
8,4,0,2,289,1,1,1,1
8,2,0,6,144,1,3,0,0
14,3,0,7,168,1,3,0,0
12,3,0,3,157,1,1,0,0
11,3,0,4,111,1,2,0,0
13,0,0,4,74,1,1,0,0
10,2,0,3,83,1,3,1,0
8,0,0,3,94,1,1,0,0
15,2,0,4,123,1,2,0,0
9,4,0,2,165,0,1,0,0
8,2,0,1,102,1,1,0,0
15,6,1,5,108,1,1,0,0
16,0,0,4,30,1,3,1,0
13,0,0,3,85,1,1,0,0
13,3,0,6,30,1,1,0,0
12,1,0,3,205,1,1,0,0
13,1,0,4,78,1,2,1,0
13,3,0,6,54,1,2,0,0
15,3,0,1,183,1,3,1,0
13,3,0,4,151,1,3,0,0
9,0,0,2,295,1,2,0,0
14,2,0,4,80,1,2,0,0
12,0,0,4,66,1,2,0,0
15,1,0,4,152,0,1,0,0
16,1,0,2,213,1,1,0,0
9,2,0,1,53,1,2,0,0
15,2,0,4,112,1,1,0,0
8,3,0,2,74,1,1,0,0
14,3,0,2,214,1,3,1,0
13,0,0,5,98,1,2,0,0
9,0,0,6,88,1,2,0,0
12,3,0,1,59,1,3,0,0
10,4,0,6,204,1,1,1,1
15,2,0,5,267,1,3,0,0
9,1,0,4,148,0,1,0,0
15,4,0,25,282,1,2,0,1
14,1,0,5,182,0,1,0,0
13,2,0,4,60,1,1,0,0
8,0,0,5,172,1,1,0,0
12,0,0,7,114,1,2,0,0
11,0,0,5,30,1,2,0,0
14,3,0,5,95,1,2,1,0
10,4,0,2,30,1,2,0,0
15,3,0,3,80,1,1,0,0
8,4,0,6,161,1,1,0,0
12,0,0,2,97,1,3,0,0
11,1,0,5,224,1,1,0,0
13,1,0,4,126,1,1,0,0
14,3,0,2,106,1,1,0,0
13,4,0,1,157,1,1,0,0
11,5,1,3,187,1,3,1,0
12,1,0,4,126,1,2,0,0
9,4,0,2,230,0,1,0,1
8,2,0,1,124,0,1,0,0
16,0,0,1,96,1,1,0,0
9,3,0,4,156,1,1,0,0
12,3,0,3,91,1,1,0,0
10,3,0,3,145,1,1,0,0
16,2,0,3,227,1,1,0,0
12,1,0,2,61,1,1,0,0
14,3,0,2,57,1,2,0,0
16,2,0,6,64,1,1,0,0
15,4,0,3,156,1,1,0,0
